aluno,nota1,nota2,nota3
Htnetcsnqthmoxsgwlecjyawsrzwtm,0.2,7.4,8.9
Biyhvvagewuagsfnouyvkvpnefjhehhmat,9.7,7.6,8.0
Eleciiqzhrifrtkqmunxylxjsnkeuyewzh,1.4,5.1,5.5
Stvbmelhzcrulwvllabgslfhqomcqusbyobjqiz,9.4,1.6,8.8
Ctdzvtayjpmozurythzyqr,4.7,6.5,7.3
Rdsoxjdgpfutrliq,10.0,9.9,7.5
Nvouhijxuwygmirdakdwykakorhwkqmctrtoqc,9.2,4.2,3.6
Wnbposjzmiofpocceve,7.3,1.8,8.3
Uqiqljmdvfqoolnzocxjfcthnhkxabzocycsvmuivjrjtlcfky,8.5,9.8,7.6
Xbufjsbqntxwllbboxpiqqjwrethugpnvqruuuirsenyp,6.0,2.8,3.7
Njailsuazmrgqtstilthvwtlijcjgjeazmgqaw,6.3,4.9,4.7
Pegifslovfordzgyebrcztraaxvpiv,0.8,7.4,9.7
Agsxwboycxotrqsmwuzezobljy,0.8,4.5,4.3
Rgngqma,0.6,6.5,5.7
Ivkcfjuiqlvjwnircvsnuddf,5.9,5.5,9.3
Wufwsivsvuydsmikmgjuvqps,6.3,3.2,9.0
Uuduqsifjqeydtutpzwgikyotnaibawy,1.6,2.0,4.2
Qxphqhqjodwkuisyapveczcehirja,3.7,8.4,3.0
Sjgqsqzicogvapmnbforqjgissprjyflqijaag,9.9,5.7,5.9
Kixtkqncixdfxkvlelfesrxdfbflcmksle,7.7,7.7,5.5
Ezfug,6.2,8.4,6.3
Pbwklmdofkgnhqfekcnwsgjjohletyaldlnnupiuigvmeg,4.4,0.1,3.3
Kqalwkuylgfe,3.3,2.1,4.6
Oidmivarpfoqfntnnnhlnvkhscaqhakrwxnptqhymcya,5.4,0.5,5.4
Devfsaf,9.7,3.1,7.0
Vmxejntdaptgunwttbbtfwejhmmfoadxyll,1.1,9.2,3.2
Wnlbxutkgysyydzwcrtkocfeufyvvdvasluddzfddbbk,7.4,1.8,8.7
Xvctbvawma,1.8,5.3,8.9
Selkjizqpnycpfqurijtfyuahsvbuxtiqotyvunjmvvklximl,3.9,0.5,6.8
Vfajqmguaryoafslgpweberr,5.0,8.4,5.3
Oghbdeuuantytoxqfgybczwtm,9.9,1.8,2.4
Trfycpftm,5.7,2.3,0.5
Oqqrlncafonwemwayqxpkupflj,7.2,1.8,6.4
Rbpadmbmnmlegxqtdhiq,6.7,7.1,1.4
Nvqvsgzckizbgdcyguhxuqgmewailucoukzdweeqjixvxoixrq,1.7,4.0,0.5
Ejfodgprruvcxkyewrhdvodzkbvzlzifjsviocsaozg,9.0,3.7,2.0
Jseg,5.6,6.4,8.0
Ykktercpruzgxfkcymbgncyhmhse,1.5,0.2,6.4
Zedfowygfzkmhcxhaizckciosnmukkaftgojp,3.9,2.0,4.2
Eowabenxtazucxmtovxsguoenbyguzqwgp,9.9,4.4,5.2
Thdpqpbsiijrwjbjzegjvq,8.4,6.6,1.4
Uqarrcvrmakqggfyze,2.0,2.8,3.3
Ozntbhjxygbvxlpovxjsimqovsieqdlgix,3.0,2.0,5.9
Utzzfirsnmkalgbquaqqdywgilyrxn,4.8,6.9,1.3
Ovtjshazbsnjjwvxzjds,9.4,1.9,3.2
Tncmfwcuiexbewdgqkzopmhwvvshexfthblyqoncno,2.2,9.1,0.2
Aeatdaxpoiuz,5.9,9.8,0.2
Xuyxvniscdrfmcupbyxrqscszwxnyxcnthljckjycqkghegdw,0.1,4.4,4.9
Iqdicsuebcxaruucyiymtlchnppvazojemeblidllkranpxmuuw,6.8,6.8,7.3
Iqilcjkgewxfllbpbzoewvruykmln,0.3,8.9,5.9
Xmetygccvpbkmtadzvuqxhanjgpyibsodbslzzjtdio,8.4,5.4,7.2
Qcrnlauvgmmojhdkjcoapazlxohnjojqgynhkmabswyssxop,6.7,7.8,7.5
Rmdwbpcddfqtflnjbpououcm,3.1,1.8,4.4
Ytmvacgjtflihqwyxhvfztkwjratxetccoihmxqcgpwtzrlhjot,9.1,9.6,1.9
Gaauwweeoeynjpnnt,1.8,8.5,2.2
Ulwhcjybnkhbyalebwvgjp,3.7,0.3,2.7
Uqgqcexbjieyglliacmmzbomffjlkzt,2.9,1.9,9.2
Iqvdj,9.0,9.5,3.9
Qkgrzow,8.4,7.5,0.7
Yjehcggfrbxlswyguulxtfkwmefi,3.8,3.3,0.8
Euomyhbessnbtdtfzkvxy,2.9,0.7,4.7
Orwwnwqdbfsfttvxfoflawwnvgbutvivm,9.0,1.6,8.7
Yvsmcwrukqwfujlrgfjsouaaswbaborus,6.0,4.9,3.7
Vnpwdywzmxiubmmodovj,9.0,9.1,10.0
Rtmycgfopdkflxjjgbamuhifol,3.2,1.3,9.9
Igmutqlexwdmylqpgqermxbhmhodnlfcrp,7.4,8.1,2.1
Sbzaygbjcfehapqzl,8.6,5.4,0.6
Mbrdzmrtalhfgxsyxpxxuuhhmaykyxdsfmjtvbzjtbialfi,0.4,10.0,7.1
Wkpueaemdbfshvkabzsgebqivijnduzixxswsgeld,0.7,1.5,8.6
Lljiujyscxpujrdofhmnrhhelpjgobgnnzam,6.5,6.3,2.1
Sszsdznp,7.3,6.0,4.0
Ltmxyicpbrwpoj,8.0,1.0,2.1
Oeolxzpnpvydsx,8.4,8.0,3.2
Cnilgowgplbmimzkdwrqrekjxjcdfcxoy,7.4,8.7,9.6
Aenigjqaxajcepmvcjovzvzzzqmyxmuiyxgpsqnpq,8.4,1.7,7.5
Wbozqdyohl,9.0,7.2,6.8
Yrptggsobwtxfehtsjbhrbmbbwppcof,3.4,0.6,2.3
Unpjhxozmbujorvehqacyzpovdhqieq,4.1,7.1,3.1
Gnfuiqtmodpfyyanyittrhxosgzurhlyprym,5.2,5.3,3.7
Aikavkipfvxvkszqjcxihtwpgkttoanzpdduschzwgrvjagv,6.8,7.7,8.1
Prrfsvjwxznekdhsnupizxipdwuifukfwsu,6.5,0.1,8.9
Miygjytcgossuereodsbabunycwpyfimatogxdvoedovk,0.6,5.8,8.1
Xlusleccnwyfmydxoyibrijiutkwxnglqwmsrll,3.3,2.5,9.9
Cfkwumkxrlvylevfidjykdmoywsxjtymezl,8.2,5.6,7.5
Kwvwpbpspqsoyrdbrszcqfazhn,3.8,2.4,1.0
Lnxvperfgbhjzxgwetyxkduxywvddelrcwxaps,4.2,3.1,1.7
Nidoexjldcjyzmspoujapxdktoryhrzybfpnokhechdo,9.4,4.1,1.2
Jmuonnjtgtetorxwdlnwfjw,7.3,6.7,2.7
Ofymtvkslbrburoygmqaghemihzqsmmn,3.3,5.5,1.2
Myimimebmjzmpttezzizs,1.1,4.5,4.3
Exlndecmxizrxtpqawotixlgxqfbxuchdfrur,6.2,7.5,7.8
Prutqzdmeb,9.3,4.9,9.7
Pxzvyozdqlezynomgdcxry,2.0,1.7,4.0
Cjrvwhahoiggjnkzgqsansqbrejbjhrayxqdiogdgwyazljj,5.8,9.7,1.3
Xkwdb,7.3,2.7,2.7
Hrecypcbrsixgqmiwwmbkiaziorrawdxfmjhth,7.1,7.6,8.3
Rvfffsqtnwcubtvzsnilxyhkdyqtsyqbmgxippeboukpzsfwhs,6.6,4.3,6.7
Ysmznmcrcoayrohkhxljvxdxjhxgfseunevjzuiis,1.3,6.1,6.6
Rdnkijmzjqfepmyjwspxaiylmmwxowmfsytqaldvccvpmleztm,6.7,7.4,3.6
Cehfxy,8.6,6.2,5.6
Afcoepapzspx,5.2,5.7,7.5
Hfipdnyaejzndtb,2.8,7.6,6.0
Cvegbmlidrvvuwasproekvkxwpdpuud,8.8,6.3,2.1
Lcrsnbwncamjwtxspbsxwdajqlrnxflfdefrdnjm,0.6,3.9,6.4
Dxjkhdtvlkoszsmlridiymiszb,1.4,8.9,8.0
Kgithacqkmsglgcwcbjnxgtgqkfnvvoq,3.2,5.0,1.4
Qczdnltexabjvnkedqtlgkw,1.4,8.6,8.3
Dyxbsmsmxhtfznppzexyautnxaiwkyepqrqznfh,8.0,5.6,6.0
Kzwjqrgetuhvxswmfzplrapeyxwgxrwfpkjmnkcxtqxamsrjgfq,2.8,5.8,6.8
Oxrwghnavlnrubsrizxosfs,0.0,2.7,1.1
Chpppsmcjxclvidwcpoalpudpjnhmkyyzhznnsx,2.7,8.9,1.0
Izuniyjnvqvlrkkmbasnduystnfshkaoudbqygrcpd,2.1,0.2,5.3
Ipnnyqdgnnaltdxontnjasvifmvxjjgzhhvtsiqy,3.7,6.1,8.3
Snizliqegjbuzt,4.5,2.9,6.4
Wrdhscpyxqvezfpykcbhzmewusdpojmu,3.5,1.3,4.3
Ccwsbytofgqrnwqawcphcezykhsfmtehmzjteldskwtrmgywl,0.1,2.0,3.2
Bthdlfhhlorfsfovudpcebgkmzjdamehgjaifxtdsudjqvnbqq,3.5,1.9,5.9
Lisybbmfartmbkunmmfsqkfmnohymi,5.2,2.9,8.5
Biuzmnhtgikbwinergo,6.1,7.5,6.8
Vtojbmqywrgytcohugaattbfikttk,2.6,2.5,0.5
Mpxaduubqhclofqcitzcwhdr,9.5,5.5,6.2
Jcaccoilozdayafceqturvskglprevjtsctprfdzcxqdm,6.3,4.5,9.6
Ksaycacenscxxxjwdvaykltkkmrrbstqzqheirpsuj,6.8,8.9,4.9
Czeacyhedf,3.9,6.1,3.0
Nzpnllhnccq,7.0,9.6,6.5
Ttacdglqbpkdfofdkmynxmhaytmfhnpeqccixju,8.3,5.9,8.3
Gknmlbszkfkekltpwuevqgl,6.6,6.5,8.6
Mhxzoxrgbzoniwmmmehjojnast,0.6,8.9,5.5
Wqnaaoosftgofxfutwdqpuqsoawsaflaypvcrqjbytqcgkyqc,0.7,4.9,7.8
Kgsrl,0.7,1.5,8.1
Dyepicdahzwvwmwyq,5.7,7.4,2.8
Pvawzywntowddwzsfgxhvipbstuf,3.5,4.8,8.7
Asvxhkueurghmvmfzdemvemtpvx,7.5,3.9,9.9
Ogpgqqrxtgzrxrmpfgrppigimtqdxhm,3.2,2.7,2.7
Jpboohdffcwkguxmzmhasexrjwpgkpnwcsscuureeocin,9.5,0.5,9.3
Mpaoflfxvdcx,3.4,7.5,7.1
Qkaiwcleujshphspbhfxdnfiqmbxckxvieslpibkdtfalfrhixj,4.2,2.1,6.0
Uhohizxxtailyrthlxhxzohcgeekbmiwvzixhpzpwbjlsepysm,4.3,8.0,3.9
Bdqdayfifrfumdpfjptejrovstl,6.0,7.4,8.5
Uhknj,5.8,7.7,0.8
Rgteiigeqboakefbjabzuhfyaznpuujyrccyetxy,1.6,2.4,7.2
Kermuvhafxxkbelabfcwxoeu,6.8,1.4,6.4
Mwpzwemqxfixnfjdwndmzglxkyefuz,1.6,4.1,0.7
Vvzshbyqilijnfatzhvo,2.2,1.2,1.0
Lwxbgoiztjxbsdlfeuoadzbbromtptjwguysyvalhfheiptojq,4.6,9.9,2.4
Bfvnkripiixhdkupqbdyctbmc,7.2,5.7,5.8
Voaviolejhwqzkvvffmdpywfqysyfbrb,6.8,0.4,9.3
Iruqkrjdxdkwgcb,0.4,8.4,9.7
Mbaaty,9.8,0.5,2.0
Yzlyzzwqwywrxtqddheefclhryeaamwidaallenrsx,7.4,8.9,5.9
Mjcsqdwygmmfcjinwlsnhohveusculitlnrzeopyxvyguzuhzl,5.3,5.4,4.7
Rmnehcwqqmgubeulaoefktzvademvdaqfiotwq,1.8,3.2,2.6
Ktlnaefrtg,2.3,7.6,0.1
Coibnycihw,6.1,8.8,9.9
Kjynphbrpivgsbjuojedjdaotiakjv,1.0,6.8,10.0
Ldmtbfnunpgysorhjqbabxbrazewlurdqlpuhizmnbjfebmd,4.9,1.0,6.3
Oscwoslrvepslhxlxnrpjzaxkdvcgzmyzijnofxmirokrpzjbcd,1.1,5.3,9.9
Fgkvflyfgwxdu,4.9,9.8,2.3
Sbnqkagfvyjupppvaln,7.1,2.5,0.9
Edugenxvwohrfwbhmyrynjtdo,8.4,7.7,2.4
Shnbwrtxgndksvcljaszosdhkidjef,2.3,8.4,6.2
Reujjkwsq,0.9,7.1,8.6
Uwzmpaiupbctedtoiqnmarvebeidnjuqrxuvxpusjhveaupuz,3.7,7.1,5.4
Ewkbmcfafwwtgoilknbvlbsh,9.0,9.9,9.7
Rowdqehy,6.0,9.8,5.0
Teazhpofxdtqnxqvosknsuwozklgithydpilcpt,9.6,0.0,2.7
Cagbtddkuaetzahkohugraxiexx,2.9,3.7,4.7
Dvennoybrbfgiugzftcynjlpnbfibq,6.6,0.3,7.5
Uaegtxg,3.1,7.7,1.9
Rkvpuyqyfjhuxglvrpn,2.3,7.3,4.7
Frgazhvitovi,4.7,8.7,9.8
Dopjcgqimaqzlxqxkquskgsmvcrgqwwdkqhtbonugmhlmnrjiy,6.5,6.4,5.0
Ucroekgpsnrydnycmcrjvmgkdpkyytigndnqnycgjduvwkndvmw,1.8,1.3,10.0
Wmtafzclmvqwtzrfkyajngrafbcrurampg,3.7,8.2,7.5
Zcwmkgj,9.2,2.5,7.0
Zgzhoxkvnwvxjnoskzbejfup,2.2,3.4,7.3
Yhlhyleufvltdoaojeahuf,3.7,8.1,8.6
Asueqhjxxnyjuo,7.5,3.6,8.4
Xninuwwswynjtpdwyotyacheqtcqjgcvcmloimale,7.0,1.8,0.2
Gyilbgikmsxkykbfhdxtxowotgxwuygtphbhozki,9.0,4.8,9.1
Ubbhrrdmrvrnkyinsysvuyiukejhsflrmq,7.5,2.6,7.7
Tmsmtgvyyyzuprrrbrqbdrqwixscowtnjieysrpvm,5.5,4.3,2.1
Zolfmpqlkbviutuqdhobrnxcocccrnftzm,5.7,8.4,6.5
Wttjjcmjssir,0.6,0.1,0.4
Ucfhkxtbfjijoybqllfhrrifokrghwtccbumoaetxu,9.5,7.3,2.2
Loysbhhfagltwbodoert,0.5,0.1,7.9
Wvohtafffrjllnkbvcppumgaabcvngxioeotpclf,7.6,8.1,7.8
Ndmmtajrkasfsctybgiyunflcxthzamyeewt,7.8,5.1,9.3
Qjwoklxfuq,4.1,3.7,9.0
Jiiosimjj,8.2,2.9,3.0
Qlmrfzhzyunr,7.4,6.3,1.4
Mtqcprtvzchqpardqxqoaxeeeevp,7.4,3.9,1.4
Iate,3.3,0.9,4.1
Ytdbqnvoirfhzpjzvehmhzxshzgztqevtdhmjavdqhmg,9.4,6.6,9.7
Dzkwd,4.3,6.6,9.0
Ccpdgjxfoneyqargqcvbgxvapxhxzqhvxigwdg,3.3,4.3,5.1
Hmaahqaudfzhcbtetrseqlemvgtuegcwimjuzllxeshojm,9.7,2.0,0.9
Lebd,3.0,9.1,6.0
Kcqufkavifndyoxpozkrdeiryoarjbnskzeqrtbsf,6.7,0.7,6.3
Xpsedwzvsxabzwkwtsgeb,5.8,7.7,4.6
Wkxwhurfrwgasjjwsulefeyrjqdrmfkeshvcntog,8.0,6.8,4.6
Cbcbagrystdvxjkybiyvtjlvxbbwmkmnwoeszwn,2.9,2.7,4.9
Oszcoolqounlhzeozfccv,3.4,5.3,9.5
Bvwmjfjvxm,3.8,3.5,8.5
Ckzeawc,1.7,4.0,9.5
Guwidzhlmouokcvuqnwugrvszzrxalzpequ,4.7,2.0,9.4
Ultzflrnozbzgh,6.8,9.2,0.8
Rrqh,6.5,5.3,0.3
Frvuz,5.8,0.5,6.5
Hwwjrneqbnydyw,9.5,6.8,2.2
Dgqgvj,7.4,9.7,9.0
Ksjkuqmtlzouantqpmoesdvruw,6.5,5.8,0.7
Xpkm,8.3,7.2,6.3
Dvvinspkeypjzqfiipaavtudgrxjtirfzryexziipglbvrjj,0.3,1.1,4.0
Cpsyuhmrzgkhbzkcfggftsqqkhbpuqwjqfmtw,4.4,7.3,3.6
Qnlgmgibjuononvgubd,2.5,9.5,6.6
Bzojtxfbsmhvohkbhkrln,0.6,3.5,6.8
Pwhrijrvspjwbydfnhcxoyslsnzgtsayqpkda,8.6,9.2,0.5
Afcwemtobwcvececuaifp,5.8,9.5,6.8
Prwehymeuo,6.7,7.0,2.1
Qynk,7.2,9.2,5.2
Cmngeqqzratlknhrgbqrgtkff,0.9,6.9,2.3
Nobixvvyiumiprcmt,9.7,0.4,0.7
Amhpzacfgtkvwhlbmcvkvrtaavbolhfchkopsghvysjgcmt,6.6,1.2,8.5
Slvjpidzviopa,0.3,8.1,5.6
Rywthvgfpvvjvuxhjkuhbeycznlarbmahzsbfaxgyahr,5.4,3.0,1.1
Agkpgcaknfbkzmnpqlwuakgd,7.4,6.3,3.7
Iolrnnqcbepmhhpyrehbisxhojwpikwwjiafk,8.2,2.4,7.4
Gcfvfsstqaqdcfttfkpqfklbzynwcycaif,7.0,2.0,4.7
Rehnreuhblhcyceybonjjdwnwfrkgsxjzrmiyveuhj,1.1,3.2,4.3
Dxpgcowrevljadhslzphkqxxnyukkkpqqpyirldntttwca,5.4,4.9,0.6
Ijcwcdjfwlbsxhhbjmajfvgdukolstbcvovtqpqfuqq,2.8,1.6,3.7
Tsxnwepjcifrdnbiogapr,0.7,8.8,5.0
Jcipgbzvbkrh,2.7,8.2,7.4
Qlpukmodusyhafdkpvqpngsscyeneiszrydakrlkkhywrgvvq,9.1,9.4,10.0
Jxmiokzrnmnveeu,9.5,8.0,4.1
Wsfrk,3.2,0.8,8.4
Ulbxabphyycihkctnpsvbnpriur,8.8,3.6,5.9
Ychgnwndlvktojn,6.2,1.7,5.4
Fgzymtddua,0.9,4.0,0.8
Snspqmcwdgvoswwvvxcp,9.9,5.2,9.4
Tmsdlgktogvjpanhfi,9.3,0.5,1.5
Nvhebiqtlenxkezedrqbh,0.4,6.6,4.6
Eqvophdfabaxupoqgwiobfbqtiaxqifwnltsljakrhutf,1.3,8.9,8.9
Yvwkiudrluxdk,0.3,4.6,0.1
Jwpupsqwxojatnvwomylttzyrkcnunkyvondvxkm,9.6,0.0,2.7
Bcvmikcfoiwbdsrzsofliwhrjgfturvs,8.8,6.0,1.3
Etgsyfhwkxczdrtnuzqlmhdvnvpqlmpyxuasmamil,7.6,7.6,8.2
Nlqclcfxkowpggzlbyodmaemo,2.8,9.5,3.5
Wdqzroroahm,2.4,0.2,3.7
Linjbqkpwaxjodssefshmslkgfjqnaqjazardjvyiitmzmqd,4.3,0.2,6.8
Vlimlgbohmxnxheisftfkzlnkssovcnedyllqtdatkfmaq,7.7,8.8,2.6
Mpkqbswb,0.8,5.9,4.2
Okgygtlouyducsenogdvnxtdu,4.9,1.4,0.3
Hxbcmgggwxdhtmfwqwmwhfvzzoofpjjgjyljbhcgkybcrc,5.2,8.3,1.1
Goknyaljdmkpxrlksrvqyltwnfpky,3.4,6.1,5.2
Mtfcdxiadxbsqnudymmkasjkoqjhld,7.3,2.1,1.2
Nrizzdvrnnzdacmrrvlldpvlosokbbubyslemkpnuiiidlu,4.7,3.6,9.5
Mfzypiyrwvexhcehjspdnmidngzlxazsfnicwvcsjopomcbs,9.9,8.7,7.7
Gkkgztwlokkzlxhkmdneushifz,2.5,7.2,5.6
Crmknwybiuzahacxzspwkcoykm,0.4,1.4,6.7
Ycdaztrjphbiplorqreqfxrxyhcgtgrqldifkbnqownrbe,3.7,8.5,4.7
Lmeoskeqtgifqnbgecqoeqcmmnndggtmucoksdl,8.1,2.9,4.5
Zdqwdagnyjqrmfqol,7.4,4.7,4.6
Gbpcpkzhkammwgitlkeeg,3.0,8.2,1.8
Ekbpyydvqwiol,8.1,1.5,3.3
Kzratmbbbxecetnsaakgledbpisfvkgwyajqljptc,0.3,5.3,0.9
Xzchjuopadhegozhexycsbyodwvtpmpbtpfddcrlcasufiarcg,9.2,7.9,2.6
Ttwamywudikdgqorfwhcakruqicdzkiegtjuqyhc,7.5,0.9,6.8
Fdjxhcktpnhahnoowghfuxlehwbzsdfgrtajlxakcwyhamrtb,5.3,7.1,2.9
Apcqwiotfhuqawnvpdxlpeit,9.3,0.3,4.3
Dibmezcrrhhlxfkqsqdywexjgzjzokmmzabqdzsnsqqbiqs,4.4,0.5,5.7
Tnkxasqudfsmgjeeydnmjjyjdlbdxyagtjenrxxzetkmwlhpi,7.8,1.1,10.0
Khrmgwgwfmyysnrnlc,8.9,8.7,0.0
Nygubyyl,6.9,7.5,8.8
Iitryhlhitvgvcsmdujjyjicfqccvsbprswhfjukzb,5.8,1.4,4.6
Ztyuboejzxshizgtfslnktebddppxfaeejctbzrrrvgcnk,1.0,3.5,4.0
Pbmlcolcwsxxyqzsrbgmlhfpgelgbgssxvrdz,4.9,9.0,6.8
Bvhrbegntydtvspticordnwqevomzthktrugutqfhwulof,2.4,0.5,9.2
Umchqsssicxstjgwcwnatwhsbmdvtfeajad,3.5,2.7,2.7
Kuecyrjouocni,9.8,8.7,8.2
Wzkodxpatneokkgfybhdfzelkzjucwxu,2.6,5.6,1.8
Tbotwtcjtbpeblqtwngkcxheuzjsduhxrq,5.9,9.7,1.5
Lqqaquxibflg,6.9,0.1,1.4
Fazgwcxerpadcvotapixcnavoweplizva,0.0,1.5,1.4
Cfzheqoxddhrrejmimftzgfzjxewmjppv,5.8,6.2,1.3
Dukmpwfwfmxqbukliobeapobymrdnpgtckzh,4.6,4.1,3.0
Dvzk,9.6,9.5,1.6
Ftpvuwftulyvdarzkhzns,3.5,2.9,2.2
Yjbyhpqiybvzeyovmhvpnbahtymv,9.9,7.0,1.4
Wmvpt,7.2,5.4,1.1
Lakpturoo,1.3,2.7,2.2
Kifunzatfngoydkxfpysbicqkvfmepmcgxibeivjiurqglklycv,8.5,6.7,7.5
Gsrnzlcutfbbtbyxhfviddmutcmoosljfolqxl,3.0,3.3,6.2
Tuknvbtihcazitevdrbkbshigihhoyqjyyxxlaawdzawdgsdtfw,2.5,2.7,9.1
Ododwhouddxyvueskdiryltoqemlarzricdxmcouwluxwjtohq,2.0,9.2,8.9
Hvxpdfmevvljcbyhjgfoqmtbpzpqbktzwibwdycyvsuzhtxwzr,0.3,9.2,4.1
Pfhmqzbqggdrsexlignraywuxsdppgsomdwibfliiqexozxr,5.1,6.9,8.9
Zrwyymhwphlxxobpqsxxivhcvyrohtjthbvyolaiwwjuvav,6.8,2.7,5.9
Mxjvemkzdhnxasvkgrdnyjhubrsxeeczhm,6.9,4.9,4.3
Rztfgjotisipqycuesxtkvywctrxmurkwblthwfgglxbr,0.5,2.3,3.4
Yeyklfzrfvntetnoejnfljrvwdjhlabbbq,5.3,1.4,8.5
Tdsuzby,0.2,9.3,3.9
Eiprpeugumrkblvifkwttcbqzdidtcuvuw,7.6,5.8,2.8
Lbuqyxxewjhvwaephcorikaafbnykgdjdemucktnmsohezq,8.1,8.7,1.0
Kzgcmeuhwvqvcsocomempawnojphdrnizkofab,5.1,3.3,3.2
Muotedglmxoyw,4.3,5.4,1.8
Afxcjiihyiunhogdozzsdqxdimfffgkavbninaqqsiqruqq,6.1,2.5,9.4
Yephlkdlbtfcsbrbdxlgytacucjknnzap,8.1,1.4,0.4
Yciehqyikldfpkcjchqnvaweonhakbfikcdfvkberctwqzhm,1.7,6.0,6.2
Zqvwppaspqc,5.5,7.6,7.9
Kaovkoptfynbuzxgnpvhiqlxbfxsvqkrzz,5.6,6.1,4.6
Yeuhqcowpiwgd,2.2,8.2,5.2
Fqgnbkfvkcnsiver,5.8,3.5,0.6
Vngczpjseidqsoa,7.6,2.9,1.1
Katbvsnimerpfvfjkzmjm,7.4,6.1,1.3
Rlrkcctzoqmktvtcyrfikdcpfdxkioirmjtrfipevvgyi,2.2,9.5,5.6
Rsxcmpybohlctwooiffwqtaeuokyweghujvpnmwhtqlb,1.9,5.1,1.6
Rcjizkkzkbqtgg,3.4,7.0,8.1
Sahuwuobmgqjharsaqdvuqygqswhqwunlmibrrjxkwma,5.3,2.3,6.8
Omkcwbovuizxvettvjtnokoyxwffnez,1.9,8.0,8.6
Iphcjoofhgdmhehmfjjvynddxexnjmmbtzbkbnl,8.4,9.3,5.5
Xbkzjhrdkbpkjlkyhruhxqdtepznzyecbkzjmbnuykhp,2.5,3.9,8.9
Xhfhfbtluxsbwqlzscjduqmeziwwtw,8.3,6.7,0.8
Ffealoyywwopakkbpmwprrhidps,9.2,3.2,8.3
Trxbnyhxuuluzpxlftxgngqgyajtymmd,9.8,0.4,8.6
Sqwvrhmfsalhaxqnmdefdrifh,9.0,9.5,1.4
Zindmzsqwppipjgwzimfdosv,2.7,4.0,0.8
Jmlnwpdnawdzzdheyvamjdnpqohcfqtnuwojqzkfp,6.6,6.2,7.2
Biypryyodbppzbsq,6.3,6.8,0.1
Ivophraceekxnviceju,7.7,1.7,6.2
Cpfgneyacsglwfuvhonvxjsiojjybp,4.3,6.7,1.7
Igzneorghaihywaoycmwyjfevttqoyhcituubcsbvmowza,7.6,1.9,8.2
Gzwofyefgmwwfgftmirkuejeggctfkbqsfpoxdb,8.0,8.8,7.2
Mazhkhg,4.1,6.9,7.8
Vptntlxgousvgkwszlehu,0.1,8.5,8.2
Qedloxiyvdazgwzvvjyoewxlvckmhukomiajftrxypnxswyvgey,0.5,4.2,4.7
Vfytnsmtysmefzjeggfjygyossqannnelzyu,6.0,7.7,2.8
Mljkcrukhvrqjhknbkpuqgtulgjsqchqrnnaro,6.9,9.6,4.7
Mvctpvffohujmfjyzgpndujzxhlapg,2.5,1.7,7.4
Wattojndyuyvufxupvcgqoxqmouyyaecwxzywdlrzaoxrqhw,5.3,5.2,0.3
Ikzdljwcdrhgv,8.6,3.8,3.6
Gtbyabuhbxyrrzywfgkwvsuma,3.5,3.4,1.2
Qzffjfcijkqot,3.7,6.1,7.6
Weyxuozlbmjezpvwjuepeupycdwaymwxmlfrncux,7.3,7.6,6.7
Lmckjzmog,3.3,8.2,8.5
Wvhtdgjp,6.9,7.8,7.4
Yeyacbpzuyvcfvzehutwikszvzwfdlohakuekv,1.5,3.5,2.0
Badmrhatneqlfskyguygmydn,4.3,0.7,3.9
Fzzpobeegqdilwcggcjrbzidqcvxddqrhhe,0.5,7.9,5.2
Sxxe,9.3,3.2,8.4
Oqftghlmyv,6.6,5.3,8.0
Nhnuzzhqk,0.4,9.6,3.2
Odiczcxsxbyjdrwwyommvbtlhfiglgmmcjzebyxqhfsqlkb,9.6,9.8,1.4
Omuvzbgcqsidvigknlazuoxvytjuimmqwuheupfawmracvuiln,8.0,3.1,8.2
Gdvpzqzdz,6.9,8.8,8.2
Dlysmfhiq,0.1,6.6,6.9
Lzmqariqticuupeppwpfakujbywsmxkcb,2.9,4.2,1.0
Repxqaslyfcznohzpyouyawybmkxfwpnjztotadbd,3.1,6.4,5.7
Hzkisgmunbhyfsyitqtjdnohsfezncvucwigtsfkmr,4.6,0.4,5.0
Gppehenvzvtummsk,6.7,7.2,8.3
Ateeqaaonexhtqqjpokdzdbntxawznanuobigmglnekpc,6.5,4.5,3.8
Udbmxjjqtbzwwdybkrgklxbtkzuexrrib,4.9,6.2,5.9
Qyrnfwsgmhzvmkjrxbyasjtvytjnstrauxqrrs,9.7,6.0,1.6
Qavuwefibrevwtfqqfssdtayrzksvnyyujnpueqrur,4.0,8.4,3.5
Gzdhatppwoeuecuckurfuhmqfmntexgxwhcnbxjzli,5.4,4.3,6.6
Bshzuwrjrpxcretneiikrsnqgelmmnevjwnqhbn,6.9,1.5,3.4
Exnxodrxqvleojezlxqxqafzpxgtstvderlcggbogs,3.2,1.2,3.7
Odagbi,3.8,8.5,7.0
Iwftxpdqhbigxujjduwtrpwisynawvkjfwudhoxlr,8.1,3.0,0.2
Uwldxkokpeyzynuwwxkdemsns,2.4,4.3,4.5
Qpbnddncwehpdzqkvaytgaluhryz,0.7,8.7,7.0
Uayiyswtnqtcyjhboftcpmlongoawgnaezxbnfinkixlno,6.3,0.3,6.1
Jdyervairweugavgojtctuiteowdbenkxtxidwuuuftkbfbe,9.7,0.5,3.8
Gjlerntixndcdvzdehobcrzlbfqpcuijvzvlidrex,7.6,8.0,9.3
